timestamp_ms,open,high,low,close,volume
1725026700000,59765.01,59796.00,59540.00,59571.78,417.758310
1725848400000,54934.92,54980.42,54884.37,54945.31,66.765640
1725913200000,56915.98,56935.82,56841.69,56842.01,83.010080
1726534200000,57944.00,57968.00,57753.76,57753.77,210.996320
1730349600000,72335.61,72358.11,72312.03,72317.97,50.965480
1723039200000,56832.06,56988.00,56641.37,56668.00,823.655520
1723290600000,60856.01,60889.50,60856.00,60881.72,21.273750
1724964900000,59457.11,59529.00,59457.11,59529.00,123.976230
1729075800000,67619.69,67688.00,67579.04,67688.00,67.031760
1729537500000,67474.30,67520.83,67444.00,67512.00,86.892590
1723790100000,58417.92,58444.98,58345.09,58385.59,329.813790
1728807300000,62900.00,62950.00,62899.99,62920.02,54.925150
1729351800000,68212.12,68234.93,68195.98,68195.99,19.316710
1723544700000,58528.01,58728.39,58500.00,58714.01,279.079950
1724039100000,58759.01,58763.83,58705.05,58720.07,234.046410
1725536700000,56721.01,56743.67,56690.00,56694.00,56.872020
1727342400000,63659.99,63700.01,63659.99,63673.16,53.020420
1722705300000,60810.01,60814.00,60578.00,60710.48,516.987420
1723225800000,60406.45,60406.45,60174.67,60214.81,578.400300
1726729800000,62037.76,62176.21,61943.87,61965.99,862.353800
1723413000000,58871.69,59087.00,58772.34,59056.85,332.832870
1723425600000,58744.00,58770.02,58657.80,58657.81,199.820010
1725611700000,55821.10,55860.96,55792.00,55805.00,127.337220
1726429200000,59891.99,59891.99,59848.00,59858.86,32.762900
1727697900000,63834.72,63849.75,63792.01,63843.31,106.320260
1728394200000,62610.00,62767.72,62543.02,62758.09,153.572990
1728916200000,66051.50,66067.99,65841.12,65911.77,611.669650
1729566000000,67317.23,67366.00,67308.98,67332.45,41.110950
1723000500000,56804.00,56804.01,56590.00,56683.99,305.544030
1723626600000,60924.51,60924.51,60824.00,60866.00,119.165820
1724109300000,59120.08,59272.01,59101.71,59240.05,600.898140
1726018500000,56798.57,57066.81,56681.32,57029.99,666.247980
1726266600000,60462.00,60490.00,60409.90,60409.90,215.252160
1726645500000,60419.99,60440.00,60403.55,60437.49,69.085740
1728823200000,62633.85,62706.00,62600.00,62705.99,35.795050
1729992000000,66972.44,66984.91,66913.73,66939.97,52.696820
1723137000000,59440.95,59631.37,59412.22,59562.36,388.025010
1725893400000,54983.99,55058.23,54884.37,54976.00,294.090900
1729311300000,68526.00,68526.01,68442.00,68445.99,27.057840
1729754400000,67316.79,67316.79,67260.00,67287.99,39.429030
1730196300000,71327.11,71327.12,71248.67,71272.00,60.271950
1730360400000,72418.00,72443.97,72407.29,72443.96,44.518590
1722752400000,60786.01,60813.47,60765.64,60813.46,98.846790
1722952500000,55069.99,55323.71,55032.01,55204.00,915.731790
1723001700000,56737.45,56903.90,56693.87,56830.00,264.324780
1724304000000,60772.64,60778.00,60704.61,60746.50,104.759670
1725491700000,58184.82,58216.00,58172.00,58216.00,64.359700
1725985800000,56789.99,56810.00,56738.01,56781.09,72.299600
1727464200000,65852.34,65860.00,65740.01,65755.99,112.980440
1727598600000,65440.00,65528.61,65440.00,65528.60,68.333000
